Tree	Shift_order	Net_Diversification	Relative_Extinction	Taxa_No
726	3	0.062155522	1.12E-06	4_Africa
727	1	0.145180313	1.36E-06	Background
727	2	0.228448234	0.90319313	6_S_Am
727	3	0.195303491	0.794491633	0_Euphrasia
728	1	0.161066885	2.70E-06	Background
728	2	0.325567662	0.903262244	6_S_Am
728	3	0.190807128	0.919233516	0_Euphrasia
729	1	0.12751488	4.47E-07	Background
729	2	0.261943481	0.570607119	5_Euph_Bart_No_Africa
729	3	0.063465757	4.70E-07	4_Africa
730	1	0.104716731	0.613136889	Background
730	2	0.243593894	0.733523394	5_Euph_Bart_No_Africa
730	3	0.076028042	5.10E-07	4_Africa
732	1	0.16861119	0.204502604	Background
732	2	0.23545607	0.95061304	6_S_Am
732	3	0.179087442	0.945278927	0_Euphrasia
733	1	0.119946275	0.513939133	Background
733	2	0.301721997	1.44E-06	7_Internal
734	1	0.133233901	0.057410823	Background
734	2	0.342515391	8.01E-06	7_Internal
735	1	0.139279965	0.187076694	Background
735	2	0.370279339	0.049170854	7_Internal
737	1	0.1054794	0.710040567	Background
737	2	0.320084085	0.616514014	5_Euph_Bart_No_Africa
737	3	0.096497926	9.01E-07	4_Africa
738	1	0.09443297	0.616238759	Background
738	2	0.337504003	0.452613337	5_Euph_Bart_No_Africa
738	3	0.081136125	3.27E-07	4_Africa
739	1	0.136616621	2.12E-06	Background
739	2	0.240102894	0.721965695	5_Euph_Bart_No_Africa
739	3	0.081600185	3.80E-07	4_Africa
740	1	0.144051971	0.000107594	Background
740	2	0.295712153	5.31E-06	5_Euph_Bart_No_Africa
740	3	0.068641994	3.29E-07	4_Africa
741	1	0.219858928	0.096507923	Background
741	2	2.27E-17	3.90E-06	3_B_alpina
742	1	0.199343557	0.156739543	Background
742	2	2.27E-17	3.90E-06	3_B_alpina
743	1	0.18460242	0.586115736	Background
743	2	0.057582978	2.59E-06	4_Africa
743	3	2.27E-17	3.90E-06	3_B_alpina
744	1	0.098784173	0.70975155	Background
744	2	0.317770293	0.217055004	5_Euph_Bart_No_Africa
744	3	0.077152618	2.71E-07	4_Africa
745	1	0.209282897	0.204349605	Background
745	2	2.27E-17	3.90E-06	3_B_alpina
746	1	0.148454379	0.000152782	Background
746	2	0.23210556	0.889538959	6_S_Am
746	3	0.220763547	0.742619023	0_Euphrasia
747	1	0.142887504	5.77E-06	Background
747	2	0.177871038	0.930198602	6_S_Am
747	3	0.226875674	0.67030849	0_Euphrasia
748	1	0.144027962	1.43E-06	Background
748	2	0.294232551	0.879641089	6_S_Am
748	3	0.20676833	0.759162488	0_Euphrasia
749	1	0.20089515	0.32197933	Background
749	2	2.27E-17	3.90E-06	3_B_alpina
750	1	0.100737285	0.541688829	Background
750	2	0.231913907	8.39E-08	7_Internal
751	1	0.203211421	0.1074937	Background
751	2	2.27E-17	3.90E-06	3_B_alpina
752	1	0.213224084	1.11E-05	Background
752	2	0.225134842	0.914401474	6_S_Am
752	3	2.27E-17	3.90E-06	3_B_alpina
753	1	0.223776276	0.155326576	Background
753	2	2.27E-17	3.90E-06	3_B_alpina
754	1	0.151765732	2.88E-06	Background
754	2	0.198776106	0.924925304	6_S_Am
754	3	0.197565487	0.853671516	0_Euphrasia
755	1	0.107441593	0.597058677	Background
755	2	0.293130439	2.15E-06	7_Internal
756	1	0.129694497	0.083860866	Background
756	2	0.272316219	0.000187009	7_Internal
757	1	0.122221305	2.92E-07	Background
757	2	0.22088332	0.756832347	5_Euph_Bart_No_Africa
757	3	0.070598724	1.45E-07	4_Africa
758	1	0.1146031	0.47154735	Background
758	2	0.223581091	0.84726365	5_Euph_Bart_No_Africa
758	3	0.079780394	9.74E-07	4_Africa
759	1	0.121589009	0.33862843	Background
759	2	0.269894193	0.630270331	5_Euph_Bart_No_Africa
759	3	0.07311274	4.55E-08	4_Africa
760	1	0.127997761	0.06354059	Background
760	2	0.247350948	0.659810156	5_Euph_Bart_No_Africa
760	3	0.069736797	0.000153302	4_Africa
761	1	0.22573893	1.14E-05	Background
761	2	0.387647048	0.815157569	6_S_Am
761	3	2.27E-17	3.90E-06	3_B_alpina
762	1	0.160953088	9.45E-07	Background
762	2	0.23286639	0.888663264	6_S_Am
762	3	0.197060399	0.863130093	0_Euphrasia
763	1	0.137955736	1.95E-07	Background
763	2	0.198962976	0.915137269	6_S_Am
763	3	0.178940443	0.842417173	0_Euphrasia
764	1	0.105791858	0.558355398	Background
764	2	0.256377744	0.6282084	5_Euph_Bart_No_Africa
764	3	0.076144566	5.82E-06	4_Africa
765	1	0.112661454	0.51703733	Background
765	2	0.210785893	0.896604571	5_Euph_Bart_No_Africa
765	3	0.083113212	2.53E-07	4_Africa
766	1	0.148435155	0.410109193	Background
766	2	0.193516222	0.976129446	6_S_Am
766	3	0.179494137	0.946008104	0_Euphrasia
767	1	0.220119615	3.68E-06	Background
767	2	0.239095864	0.949116538	6_S_Am
768	1	0.199749837	5.22E-06	Background
768	2	0.296686942	0.878675698	6_S_Am
768	3	2.27E-17	3.90E-06	3_B_alpina
769	1	0.154893065	2.03E-07	Background
769	2	0.313764562	0.909879448	6_S_Am
769	3	0.223823212	0.819415013	0_Euphrasia
770	1	0.121464072	0.288560465	Background
770	2	0.196143426	0.871936652	5_Euph_Bart_No_Africa
770	3	0.082340318	4.26E-07	4_Africa
771	1	0.133153601	0.122281544	Background
771	2	0.208478145	0.836547919	5_Euph_Bart_No_Africa
771	3	0.078115521	2.13E-07	4_Africa
772	1	0.172698298	2.08E-06	Background
772	2	0.200366261	0.922866032	6_S_Am
772	3	2.27E-17	3.90E-06	3_B_alpina
773	1	0.119691294	0.454350819	Background
773	2	0.247930862	0.696222368	5_Euph_Bart_No_Africa
773	3	0.068308144	8.40E-08	4_Africa
774	1	0.137139517	0.270205733	Background
774	2	0.313401393	6.89E-07	5_Euph_Bart_No_Africa
774	3	0.071344607	2.91E-07	4_Africa
775	1	0.222678169	0.278233218	Background
775	2	2.27E-17	3.90E-06	3_B_alpina
776	1	0.182458639	0.725106756	Background
776	2	2.27E-17	3.90E-06	3_B_alpina
776	3	0.066712354	6.46E-12	4_Africa
777	1	0.145401568	0.098788196	Background
777	2	0.23209742	0.888749675	6_S_Am
777	3	0.180886754	0.889381828	0_Euphrasia
778	1	0.132224491	0.00068441	Background
778	2	0.234864414	0.671497414	5_Euph_Bart_No_Africa
778	3	0.062009018	2.55E-10	4_Africa
779	1	0.124195272	0.130096417	Background
779	2	0.295301101	1.54E-07	5_Euph_Bart_No_Africa
779	3	0.061791938	1.91E-07	4_Africa
780	1	0.12103643	0.299103154	Background
780	2	0.253884599	0.233574929	5_Euph_Bart_No_Africa
780	3	0.058310642	4.25E-08	4_Africa
781	1	0.110112936	0.573743467	Background
781	2	0.053467405	1.26E-07	4_Africa
781	3	0.289083967	3.54E-06	5_Euph_Bart_No_Africa
782	1	0.147758939	3.11E-06	Background
782	2	0.332761197	0.897891993	6_S_Am
782	3	0.183652367	0.901734341	0_Euphrasia
783	1	0.158235779	0.140455004	Background
783	2	0.274209766	0.921437237	6_S_Am
783	3	0.16947343	0.943665792	0_Euphrasia
784	1	0.184302283	0.022125195	Background
784	2	0.288134768	0.948209036	6_S_Am
784	3	0.212173168	0.936263491	0_Euphrasia
785	1	0.145626432	0.013367169	Background
785	2	0.215211993	0.968453231	6_S_Am
785	3	0.212082414	0.75119697	0_Euphrasia
786	1	0.129475181	0.378907329	Background
786	2	0.321199176	0.627069947	5_Euph_Bart_No_Africa
786	3	0.077923978	1.40E-06	4_Africa
787	1	0.115871455	0.504552943	Background
787	2	0.250352755	0.745002346	5_Euph_Bart_No_Africa
787	3	0.077946009	2.17E-07	4_Africa
788	1	0.157172564	8.44E-09	Background
788	2	0.299033743	0.862879287	6_S_Am
788	3	0.220474682	0.835556075	0_Euphrasia
789	1	0.139396604	0.109938326	Background
789	2	0.273824681	0.60091843	5_Euph_Bart_No_Africa
789	3	0.072263102	8.89E-09	4_Africa
791	1	0.146971607	0.000516479	Background
791	2	0.235721322	0.846591675	5_Euph_Bart_No_Africa
791	3	0.074041969	2.56E-08	4_Africa
792	1	0.126546056	0.371373822	Background
792	2	0.271653363	0.830012197	5_Euph_Bart_No_Africa
792	3	0.091415915	6.00E-05	4_Africa
793	1	0.148774201	0.140267853	Background
793	2	0.262337393	0.787812562	5_Euph_Bart_No_Africa
793	3	0.086190196	7.36E-07	4_Africa
794	1	0.10512898	0.606986906	Background
794	2	0.251679099	0.477910863	5_Euph_Bart_No_Africa
794	3	0.060602048	2.98E-08	4_Africa
795	1	0.115205332	0.345979545	Background
795	2	0.24524117	0.88196453	6_S_Am
795	3	0.145437196	0.913147795	0_Euphrasia
796	1	0.231614703	0.131745164	Background
796	2	0.252701485	0.946361509	6_S_Am
797	1	0.237721508	0.000309487	Background
797	2	0.3751351	0.836427076	6_S_Am
797	3	2.27E-17	3.90E-06	3_B_alpina
798	1	0.196828871	0.522969476	Background
799	1	0.216769696	2.10E-05	Background
799	2	2.27E-17	3.90E-06	3_B_alpina
800	1	0.150900552	3.65E-08	Background
800	2	0.231013813	0.88964256	6_S_Am
800	3	0.18385042	0.883095212	0_Euphrasia
801	1	0.121451575	0.5049152	Background
801	2	0.333841977	5.48E-07	5_Euph_Bart_No_Africa
801	3	0.076754977	2.46E-06	4_Africa
802	1	0.163059513	2.75E-06	Background
802	2	0.405709364	0.804150805	6_S_Am
802	3	0.205233812	0.847772453	0_Euphrasia
803	1	0.228173599	1.20E-07	Background
803	2	0.303687524	0.85864821	6_S_Am
803	3	2.27E-17	3.90E-06	3_B_alpina
804	1	0.12361684	0.401697964	Background
804	2	0.289346919	6.76E-06	7_Internal
805	1	0.141087974	1.59E-05	Background
805	2	0.266276985	0.927781851	6_S_Am
805	3	0.21802784	0.739069209	0_Euphrasia
806	1	0.207402885	3.71E-07	Background
806	2	0.385174555	0.823707925	6_S_Am
807	1	0.186285329	1.26E-06	Background
807	2	0.312725961	0.872146128	6_S_Am
808	1	0.178364546	3.24E-06	Background
808	2	0.27846683	0.874329473	6_S_Am
809	1	0.165485316	2.20E-06	Background
809	2	0.297487784	0.886433306	6_S_Am
809	3	0.186096519	0.928012066	0_Euphrasia
810	1	0.238344621	1.57E-06	Background
810	2	0.419021799	0.75736348	6_S_Am
810	3	2.27E-17	3.90E-06	3_B_alpina
811	1	0.167514412	7.17E-08	Background
811	2	0.240384328	0.812433636	6_S_Am
811	3	2.27E-17	3.90E-06	3_B_alpina
812	1	0.214012273	0.246595115	Background
812	2	2.27E-17	3.90E-06	3_B_alpina
813	1	0.177148907	0.270855411	Background
814	1	0.213518418	6.29E-07	Background
814	2	0.307208774	0.851076771	6_S_Am
815	1	0.106406081	0.654501268	Background
815	2	0.276777893	0.154031951	7_Internal
816	1	0.10753177	0.663595082	Background
816	2	0.324242628	0.00255616	5_Euph_Bart_No_Africa
816	3	0.073075725	1.08E-07	4_Africa
817	1	0.219190539	1.06E-05	Background
817	2	0.28962594	0.893686645	6_S_Am
817	3	2.27E-17	3.90E-06	3_B_alpina
818	1	0.075312452	0.80847046	Background
818	2	0.272344812	1.55E-06	7_Internal
819	1	0.25249921	0.199927819	Background
819	2	4.23E-17	0.000605794	3_B_alpina
820	1	0.084009594	0.773384286	Background
820	2	0.268826671	0.565497044	5_Euph_Bart_No_Africa
820	3	0.079062536	2.15E-07	4_Africa
821	1	0.137519815	0.293896209	Background
821	2	0.312892115	0.152837979	5_Euph_Bart_No_Africa
821	3	0.07220496	1.11E-07	4_Africa
822	1	0.17094924	8.32E-06	Background
822	2	0.242186856	0.785137988	6_S_Am
822	3	2.27E-17	3.90E-06	3_B_alpina
823	1	0.156470734	0.000186744	Background
823	2	0.337163342	7.07E-07	7_Internal
824	1	0.091958158	0.799386329	Background
824	2	0.341881378	3.52E-07	7_Internal
825	1	0.086165239	0.74636218	Background
825	2	0.25486279	9.29E-08	7_Internal
826	1	0.098800916	0.355130841	Background
826	2	0.27258837	4.77E-06	7_Internal
827	1	0.137439349	2.22E-06	Background
827	2	0.276549412	7.75E-07	7_Internal
828	1	0.133339627	3.13E-07	Background
828	2	0.300079083	5.21E-05	7_Internal
829	1	0.151737012	1.10E-07	Background
829	2	0.275166156	0.923491716	6_S_Am
829	3	0.207023362	0.861452877	0_Euphrasia
830	1	0.1299061	5.34E-07	Background
830	2	0.243631174	0.872670266	6_S_Am
830	3	0.18309231	0.820537812	0_Euphrasia
831	1	0.204598106	1.77E-06	Background
831	2	2.27E-17	3.90E-06	3_B_alpina
832	1	0.146990255	3.05E-07	Background
832	2	0.221621088	0.908383061	6_S_Am
832	3	0.199892784	0.78093493	0_Euphrasia
833	1	0.097831723	0.701670275	Background
833	2	0.248437476	0.646131199	5_Euph_Bart_No_Africa
833	3	0.076948682	7.14E-06	4_Africa
834	1	0.224660029	2.34E-07	Background
834	2	0.283317764	0.949130772	6_S_Am
834	3	2.27E-17	3.90E-06	3_B_alpina
835	1	0.116472894	0.293168	Background
835	2	0.276616331	0.354178322	5_Euph_Bart_No_Africa
835	3	0.063056724	1.02E-08	4_Africa
836	1	0.127953398	6.87E-08	Background
836	2	0.276692287	3.82E-07	7_Internal
837	1	0.124097024	0.094361874	Background
837	2	0.235129058	0.580089415	5_Euph_Bart_No_Africa
837	3	0.064368143	1.46E-07	4_Africa
838	1	0.132170695	0.03121442	Background
838	2	0.26500318	2.21E-06	7_Internal
839	1	0.104156976	0.505685835	Background
839	2	0.262798679	8.42E-07	7_Internal
840	1	0.072493411	0.797423341	Background
840	2	0.246526745	0.77637877	5_Euph_Bart_No_Africa
840	3	0.065678701	3.64E-07	4_Africa
841	1	0.121631672	0.518452928	Background
841	2	0.286811355	0.454313349	5_Euph_Bart_No_Africa
841	3	0.062183703	2.67E-07	4_Africa
842	1	0.152456502	1.47E-07	Background
842	2	0.302668565	0.883742995	6_S_Am
842	3	0.196775313	0.864183363	0_Euphrasia
843	1	0.122989553	0.070792731	Background
843	2	0.275853813	2.09E-07	5_Euph_Bart_No_Africa
843	3	0.057136621	5.11E-08	4_Africa
844	1	0.139627865	3.58E-06	Background
844	2	0.294982971	0.304540841	5_Euph_Bart_No_Africa
844	3	0.073471609	1.06E-08	4_Africa
845	1	0.110796303	0.548447925	Background
845	2	0.32204878	0.085913715	5_Euph_Bart_No_Africa
845	3	0.07403956	2.50E-08	4_Africa
846	1	0.156401674	1.07E-08	Background
846	2	0.273321492	0.880465479	6_S_Am
846	3	0.233988403	0.64367496	0_Euphrasia
847	1	0.19800203	1.96E-07	Background
847	2	0.38462477	0.825845569	6_S_Am
848	1	0.124097451	3.22E-06	Background
848	2	0.207073352	0.891261206	6_S_Am
848	3	0.177989989	0.7103105	0_Euphrasia
849	1	0.167197538	0.023118849	Background
849	2	0.304325005	0.867738789	6_S_Am
849	3	0.180967558	0.93531816	0_Euphrasia
850	1	0.106913838	0.453865906	Background
850	2	0.275606289	0.420822703	5_Euph_Bart_No_Africa
850	3	0.067623459	4.66E-08	4_Africa
851	1	0.133780696	0.201005968	Background
851	2	0.289808011	4.25E-08	7_Internal
852	1	0.238976842	0.114964671	Background
852	2	2.27E-17	3.90E-06	3_B_alpina
853	1	0.221489745	1.74E-06	Background
854	1	0.144157305	0.000492917	Background
854	2	0.251950153	0.680755561	5_Euph_Bart_No_Africa
854	3	0.074017847	2.12E-07	4_Africa
855	1	0.150680685	0.000107708	Background
855	2	0.220144661	0.917320013	6_S_Am
855	3	0.197543046	0.855556563	0_Euphrasia
856	1	0.113367834	0.394755215	Background
856	2	0.052582847	2.63E-08	4_Africa
856	3	0.257235625	0.172329375	5_Euph_Bart_No_Africa
857	1	0.125798519	3.00E-05	Background
857	2	0.278386445	0.127083993	5_Euph_Bart_No_Africa
857	3	0.058721888	6.25E-08	4_Africa
858	1	0.105257361	0.476683327	Background
858	2	0.291515853	0.397667105	5_Euph_Bart_No_Africa
858	3	0.073776201	3.70E-06	4_Africa
859	1	0.094868999	0.584760304	Background
859	2	0.295089421	0.115568339	5_Euph_Bart_No_Africa
859	3	0.063086031	1.93E-09	4_Africa
860	1	0.154480958	8.11E-08	Background
860	2	0.422482544	0.752421156	6_S_Am
860	3	0.20967234	0.867520794	0_Euphrasia
861	1	0.141616956	0.060880455	Background
861	2	0.235723397	0.814005006	5_Euph_Bart_No_Africa
861	3	0.075728491	5.79E-07	4_Africa
862	1	0.149948421	7.79E-05	Background
862	2	0.258629804	0.927960863	6_S_Am
862	3	0.196940741	0.856292064	0_Euphrasia
863	1	0.152581567	8.35E-07	Background
863	2	0.243614611	0.826190273	5_Euph_Bart_No_Africa
863	3	0.077540742	1.21E-06	4_Africa
864	1	0.114604427	6.33E-05	Background
864	2	0.263860745	0.602430895	5_Euph_Bart_No_Africa
864	3	0.074124188	1.56E-07	4_Africa
865	1	0.134700182	0.000215526	Background
865	2	0.280009841	0.870141224	6_S_Am
865	3	0.198928462	0.777716854	0_Euphrasia
866	1	0.184804151	4.57E-08	Background
866	2	0.245745187	0.879874036	6_S_Am
867	1	0.147084145	1.44E-05	Background
867	2	0.277208299	0.89542001	6_S_Am
867	3	0.194429526	0.862528054	0_Euphrasia
868	1	0.16761864	1.28E-07	Background
868	2	0.262610962	0.931160979	6_S_Am
868	3	0.151610404	0.957708596	0_Euphrasia
869	1	0.161662334	2.72E-06	Background
869	2	0.404994857	0.781702512	6_S_Am
869	3	0.203208282	0.870943702	0_Euphrasia
870	1	0.130838259	8.27E-07	Background
870	2	0.241737712	0.904087157	6_S_Am
870	3	0.193475697	0.717072115	0_Euphrasia
871	1	0.142523242	8.05E-08	Background
871	2	0.250301248	0.915729079	6_S_Am
871	3	0.191691325	0.877425568	0_Euphrasia
872	1	0.147909891	1.88E-06	Background
872	2	0.245248628	0.880317918	6_S_Am
872	3	0.198928462	0.777716854	0_Euphrasia
873	1	0.137125048	0.20820913	Background
873	2	0.241980655	0.799825241	5_Euph_Bart_No_Africa
873	3	0.079477791	4.60E-06	4_Africa
874	1	0.140329668	1.33E-05	Background
874	2	0.289686496	1.11E-06	7_Internal
875	1	0.233310471	0.01868515	Background
875	2	2.27E-17	3.90E-06	3_B_alpina
876	1	0.216885047	3.06E-07	Background
877	1	0.199922967	0.105642468	Background
877	2	0.23171405	0.904516763	6_S_Am
878	1	0.092549289	0.765951552	Background
878	2	0.066735515	2.17E-06	4_Africa
878	3	0.259647979	0.611006217	5_Euph_Bart_No_Africa
879	1	0.135441082	7.78E-07	Background
879	2	0.272867709	0.90107397	6_S_Am
879	3	0.170729907	0.860588186	0_Euphrasia
880	1	0.105998676	3.54E-07	Background
880	2	0.236841001	0.433125442	5_Euph_Bart_No_Africa
880	3	0.058885716	7.80E-08	4_Africa
881	1	0.109622576	0.384055037	Background
881	2	0.228287555	0.448427223	5_Euph_Bart_No_Africa
881	3	0.057729688	5.39E-07	4_Africa
882	1	0.123089161	0.307484094	Background
882	2	0.259001465	0.605213884	5_Euph_Bart_No_Africa
882	3	0.074723234	6.55E-06	4_Africa
883	1	0.144130123	3.43E-06	Background
883	2	0.285357429	0.000843613	5_Euph_Bart_No_Africa
883	3	0.062007587	1.03E-07	4_Africa
884	1	0.141609288	3.68E-07	Background
884	2	0.32366543	5.32E-07	5_Euph_Bart_No_Africa
884	3	0.072352147	1.26E-07	4_Africa
885	1	0.135472498	1.55E-06	Background
885	2	0.299046672	1.74E-06	5_Euph_Bart_No_Africa
885	3	0.064524708	1.34E-07	4_Africa
886	1	0.128877992	0.112949256	Background
886	2	0.249527755	2.83E-07	7_Internal
887	1	0.135436395	3.60E-08	Background
887	2	0.293204605	0.257669551	5_Euph_Bart_No_Africa
887	3	0.072046427	1.52E-07	4_Africa
888	1	0.13348701	1.44E-07	Background
888	2	0.277735166	7.84E-08	7_Internal
889	1	0.134981919	3.86E-07	Background
889	2	0.267607921	3.29E-07	7_Internal
890	1	0.121072602	2.19E-06	Background
890	2	0.235174675	2.37E-06	7_Internal
891	1	0.128186597	0.08145777	Background
891	2	0.29846281	0.000200555	5_Euph_Bart_No_Africa
891	3	0.063563811	1.64E-07	4_Africa
892	1	0.15129339	0.075416945	Background
892	2	0.308209347	0.343658009	5_Euph_Bart_No_Africa
892	3	0.071125642	1.06E-07	4_Africa
893	1	0.108845996	0.681929599	Background
893	2	0.299095299	2.11E-07	7_Internal
894	1	0.199067366	9.11E-06	Background
895	1	0.206967036	8.05E-08	Background
895	2	2.27E-17	3.90E-06	3_B_alpina
896	1	0.101257584	0.4202823	Background
896	2	0.229020199	0.389868005	5_Euph_Bart_No_Africa
896	3	0.056101071	1.79E-07	4_Africa
897	1	0.157814321	1.30E-07	Background
897	2	0.220787106	0.908637677	6_S_Am
897	3	0.189265342	0.885811149	0_Euphrasia
898	1	0.147243533	1.58E-08	Background
898	2	0.199074671	0.923965988	6_S_Am
898	3	0.202302183	0.852193507	0_Euphrasia
899	1	0.143944099	1.68E-07	Background
899	2	0.296460816	0.886833568	6_S_Am
899	3	0.201817105	0.85484894	0_Euphrasia
900	1	0.140547338	0.000219029	Background
900	2	0.262659829	0.926188526	6_S_Am
900	3	0.219162346	0.703335075	0_Euphrasia
901	1	0.118519412	0.467821402	Background
901	2	0.238387855	0.808851391	5_Euph_Bart_No_Africa
901	3	0.082274764	1.24E-08	4_Africa
902	1	0.138920001	6.23E-05	Background
902	2	0.337082319	0.828392345	6_S_Am
902	3	0.171408329	0.851654604	0_Euphrasia
903	1	0.150789778	1.40E-06	Background
903	2	0.299033743	0.862879287	6_S_Am
903	3	0.212544013	0.73064231	0_Euphrasia
904	1	0.129532405	6.03E-06	Background
904	2	0.176082263	0.931757592	6_S_Am
904	3	0.169352656	0.864044538	0_Euphrasia
905	1	0.147941972	0.000173242	Background
905	2	0.198172417	0.925385655	6_S_Am
905	3	0.214670037	0.769386282	0_Euphrasia
906	1	0.15574322	2.45E-07	Background
906	2	0.279599057	0.902447542	6_S_Am
906	3	0.220712103	0.742095431	0_Euphrasia
907	1	0.151815239	3.58E-06	Background
907	2	0.270434086	0.648434458	5_Euph_Bart_No_Africa
907	3	0.074663434	2.31E-07	4_Africa
908	1	0.159247414	1.10E-07	Background
908	2	0.245228346	0.900750762	6_S_Am
908	3	0.191419616	0.879877852	0_Euphrasia
909	1	0.154233717	2.99E-05	Background
909	2	0.314032861	0.123361507	5_Euph_Bart_No_Africa
909	3	0.068007418	7.00E-07	4_Africa
910	1	0.147760427	1.06E-07	Background
910	2	0.195451903	0.926949683	6_S_Am
910	3	0.189414764	0.869145021	0_Euphrasia
911	1	0.143912423	0.116590273	Background
911	2	0.288363225	7.99E-05	7_Internal
912	1	0.151596423	1.45E-06	Background
912	2	0.208578071	0.923117312	6_S_Am
912	3	0.204786346	0.849276013	0_Euphrasia
913	1	0.094801329	0.73386271	Background
913	2	0.278536824	0.425736658	5_Euph_Bart_No_Africa
913	3	0.064088356	1.43E-07	4_Africa
914	1	0.144683047	1.03E-06	Background
914	2	0.248497967	0.798038359	5_Euph_Bart_No_Africa
914	3	0.088680295	1.12E-07	4_Africa
915	1	0.098125985	0.509075846	Background
915	2	0.230093986	0.502653087	5_Euph_Bart_No_Africa
915	3	0.05587319	4.79E-08	4_Africa
916	1	0.09725801	0.583092206	Background
916	2	0.242569338	0.679940108	5_Euph_Bart_No_Africa
916	3	0.077145095	5.75E-08	4_Africa
917	1	0.237878723	1.65E-06	Background
917	2	0.247691717	0.933099246	6_S_Am
917	3	2.27E-17	3.90E-06	3_B_alpina
918	1	0.204601448	4.73E-08	Background
918	2	0.316530426	0.848394876	6_S_Am
918	3	2.27E-17	3.90E-06	3_B_alpina
919	1	0.209216223	7.18E-07	Background
919	2	0.298552928	0.876141901	6_S_Am
920	1	0.121490525	0.369808104	Background
920	2	0.320349663	0.000253355	7_Internal
921	1	0.111154728	0.591009307	Background
921	2	0.285119658	0.778516278	5_Euph_Bart_No_Africa
921	3	0.07852358	3.65E-07	4_Africa
922	1	0.258660573	8.52E-07	Background
922	2	0.276959603	0.952180719	6_S_Am
922	3	2.27E-17	3.90E-06	3_B_alpina
923	1	0.097960229	0.760484774	Background
923	2	0.30779728	0.655042141	5_Euph_Bart_No_Africa
923	3	0.093940542	5.44E-07	4_Africa
924	1	0.213656641	1.59E-05	Background
924	2	0.405296486	0.780063095	6_S_Am
925	1	0.121809176	0.368867504	Background
925	2	0.233735264	0.832267345	5_Euph_Bart_No_Africa
925	3	0.079195517	6.65E-06	4_Africa
926	1	0.156717928	3.45E-07	Background
926	2	0.292760238	0.87991442	6_S_Am
926	3	0.225362666	0.81296808	0_Euphrasia
927	1	0.124638246	0.555866128	Background
927	2	0.321997728	0.106590387	5_Euph_Bart_No_Africa
927	3	0.072509949	5.26E-07	4_Africa
928	1	0.098830596	0.743307209	Background
928	2	0.062532926	6.53E-08	4_Africa
928	3	0.264555861	0.732731793	5_Euph_Bart_No_Africa
929	1	0.100843628	0.62219096	Background
929	2	0.310231357	0.00024353	5_Euph_Bart_No_Africa
929	3	0.071521709	6.23E-06	4_Africa
930	1	0.098153842	0.290120797	Background
930	2	0.208929049	0.768691065	5_Euph_Bart_No_Africa
930	3	0.061198514	2.65E-06	4_Africa
931	1	0.100214389	0.297882357	Background
931	2	0.334671254	0.000227182	5_Euph_Bart_No_Africa
931	3	0.072970693	3.18E-05	4_Africa
932	1	0.126625069	0.240354153	Background
932	2	0.201502126	0.856539387	5_Euph_Bart_No_Africa
932	3	0.076650491	1.19E-08	4_Africa
933	1	0.129147149	4.47E-06	Background
933	2	0.265901406	0.830620012	5_Euph_Bart_No_Africa
933	3	0.090739983	7.34E-08	4_Africa
934	1	0.122199825	0.176843367	Background
934	2	0.218685712	0.791657233	5_Euph_Bart_No_Africa
934	3	0.081454838	1.68E-07	4_Africa
935	1	0.158422471	7.46E-08	Background
935	2	0.322249848	0.870693894	6_S_Am
935	3	0.211807866	0.839089717	0_Euphrasia
936	1	0.146557207	4.96E-06	Background
936	2	0.254697452	0.756867659	5_Euph_Bart_No_Africa
936	3	0.075247148	8.48E-08	4_Africa
937	1	0.144289334	9.96E-07	Background
937	2	0.328994313	1.86E-06	5_Euph_Bart_No_Africa
937	3	0.062237768	3.77E-08	4_Africa
938	1	0.119977124	0.204644332	Background
938	2	0.238726923	1.02E-07	7_Internal
939	1	0.118255188	0.088076477	Background
939	2	0.266589515	2.20E-06	7_Internal
940	1	0.151400125	0.031965448	Background
940	2	0.364544608	0.507614063	5_Euph_Bart_No_Africa
940	3	0.097195887	6.13E-09	4_Africa
941	1	0.082625667	0.58552005	Background
941	2	0.254528048	4.13E-06	7_Internal
942	1	0.118000029	0.090489793	Background
942	2	0.272837948	3.58E-06	5_Euph_Bart_No_Africa
942	3	0.055428956	1.23E-05	4_Africa
943	1	0.142135891	1.05E-07	Background
943	2	0.182055787	0.921264588	6_S_Am
943	3	0.210760157	0.75066599	0_Euphrasia
944	1	0.222580358	9.68E-07	Background
944	2	0.197052664	0.929245815	6_S_Am
944	3	2.27E-17	3.90E-06	3_B_alpina
945	1	0.135465434	1.79E-05	Background
945	2	0.244263838	0.490196536	5_Euph_Bart_No_Africa
945	3	0.063287267	5.56E-07	4_Africa
946	1	0.190218122	6.83E-08	Background
946	2	0.197604361	0.925633307	6_S_Am
947	1	0.150058555	0.037355737	Background
947	2	0.314672602	0.842806331	6_S_Am
947	3	0.226136037	0.710970176	0_Euphrasia
948	1	0.197340663	2.70E-05	Background
948	2	0.26600289	0.928672571	6_S_Am
949	1	0.189885989	1.30E-06	Background
949	2	0.40453159	0.789481777	6_S_Am
949	3	2.27E-17	3.90E-06	3_B_alpina
950	1	0.103338738	0.506843423	Background
950	2	0.265832452	0.884758424	6_S_Am
950	3	0.197491147	0.770247815	0_Euphrasia
951	1	0.192719062	1.05E-06	Background
952	1	0.096141351	0.532078511	Background
